Data,ETH,BNB,SOL,SUI,AVAX,TIA,MANTRA,NEAR,SEI,ARB,GMX,FLOKI,MANTA,FET,NOT,ATH,GALA,VENOM,FOXY,SHRAP,COREUM,ASTER,FITFI,UOS,BRISE,NATIX,SOIL,SENATE,MUBI,LUNC,TOKEN,GNS,RSR,WOO,AXS,L3,MORE,RIZ,LINGO,LUMIA,ZEUS,SIDUS,MLC,CARV,MXNA,0g,BLUAI,MANTRA.1,PUMP
22/12/2025,3031.0,864.39,125.67,1.41,12.21,0.466,0.017625,1.561,0.1118,0.1901,8.24,4.07e-05,0.0739,0.2082,0.000526,0.00946996,0.0062807,0.04320743,0.00047752,0.00169898,0.06317,0.712245,0.00055427,0.0083522,2.7299e-08,0.00027128,0.103054,0.00095755,0.00108269,4.028e-05,0.00257775,1.302,0.002561,0.02695278,0.858,0.01102915,0.00244,0.00076959,0.01013997,0.097386,0.01799961,8.964e-05,0.054692,0.16154,0.00362873,0.845921,0.00441363,,0.001968
23/12/2025,2956.75,850.09,124.11,1.435,12.18,0.4454,0.01735,1.496,0.1102,0.1846,8.14,4.009e-05,0.0717,0.2063,0.000513,0.00906468,0.00606255,0.04298651,0.00046282,0.00114078,0.059967,0.695066,0.00071028,0.00835892,2.6805e-08,0.00029925,0.102003,0.00093892,0.00101923,3.926e-05,0.00250963,1.292,0.002455,0.02772392,0.821,0.01080388,0.00233615,0.00064373,0.01010553,0.122815,0.01747899,8.085e-05,0.056833,0.176522,0.00366987,0.798154,0.00431553,,0.001815
24/12/2025,2942.72,846.39,122.49,1.428,11.99,0.4393,0.017725,1.453,0.1089,0.1868,8.19,4.01e-05,0.0714,0.2076,0.000508,0.00969852,0.00607078,0.0414774,0.00045883,0.00136579,0.060658,0.696193,0.00058936,0.00869148,2.6512e-08,0.00028596,0.106559,0.00087394,0.00099559,3.92e-05,0.00237583,1.272,0.002446,0.02636454,0.829,0.01077132,0.00332711,0.00056008,0.00984967,0.108384,0.01755306,8.552e-05,0.057728,0.161229,0.00370661,0.789614,0.00453958,,0.001734
25/12/2025,2900.0,829.15,119.48,1.415,12.05,0.4377,0.018375,1.436,0.1066,0.1834,8.47,3.916e-05,0.0709,0.2017,0.000518,0.00915384,0.00597738,0.04196796,0.0004655,0.00127783,0.056258,0.676909,0.00054611,0.01196024,2.6136e-08,0.0002852,0.105676,0.00083657,0.00102782,3.946e-05,0.00233491,1.229,0.002361,0.02567627,0.823,0.01110644,0.00331421,0.00055467,0.00951846,0.105464,0.01746744,8.448e-05,0.055101,0.151873,0.00386261,1.15,0.00447456,,0.001792
26/12/2025,2900.0,829.15,119.48,1.422,12.05,0.4377,0.018375,1.436,0.1066,0.1834,8.47,3.916e-05,0.0709,0.2017,0.000518,0.00915384,0.00597738,0.04196796,0.0004655,0.00127783,0.056258,0.676909,0.00054611,0.01196024,2.6136e-08,0.0002852,0.105676,0.00083657,0.00102782,3.946e-05,0.00233491,1.229,0.002361,0.02567627,0.823,0.01110644,0.00331421,0.00055467,0.00951846,0.105464,0.01746744,8.448e-05,0.055101,0.151873,0.00386261,1.15,0.00447456,,0.001777
27/12/2025,2933.41,841.12,123.24,1.42,12.43,0.4628,0.0188,1.518,0.1108,0.1923,8.62,3.997e-05,0.0747,0.2129,0.000532,0.0097529,0.00605505,0.04193924,0.0004645,0.00123184,0.054537,0.714956,0.00061014,0.00965273,2.6419e-08,0.0003011,0.110126,0.00088586,0.00091991,4.053e-05,0.00237218,1.197,0.002406,0.02591451,0.844,0.01536282,0.00261777,0.00055931,0.01036618,0.106741,0.01735778,7.751e-05,0.054887,0.130472,0.00379221,0.999599,0.00467145,,0.001838
28/12/2025,2938.33,842.66,124.23,1.41,12.61,0.4785,0.018725,1.578,0.1165,0.1957,8.6,4.067e-05,0.0767,0.217,0.000542,0.00953881,0.00621981,0.04189117,0.00046132,0.00135329,0.054831,0.71887,0.00054524,0.00939575,2.6413e-08,0.0002979,0.110259,0.00090766,0.00092899,4.067e-05,0.00237747,1.138,0.002682,0.02574695,0.864,0.01324688,0.00262884,0.00057441,0.01024989,0.109558,0.01735479,7.722e-05,0.055141,0.129649,0.00378239,1.016,0.0048577,,0.001872
29/12/2025,2950.56,859.09,125.33,1.405,12.64,0.4704,0.0185,1.581,0.1149,0.1951,8.24,4.07e-05,0.0747,0.2153,0.000534,0.00939682,0.00618091,0.0425769,0.00046121,0.00179187,0.051712,0.713522,0.000542,0.00908211,2.6786e-08,0.00029349,0.114566,0.00087219,0.00088232,4.023e-05,0.0065899,1.105,0.00261,0.0245853,0.857,0.01258621,0.00263059,0.00056037,0.01012617,0.107572,0.01793855,7.526e-05,0.054008,0.125471,0.00386312,0.945303,0.00467974,,0.001839
30/12/2025,2932.88,852.22,123.13,1.41,12.41,0.4539,0.01815,1.521,0.1136,0.1903,8.12,3.933e-05,0.0746,0.2099,0.000524,0.00932678,0.00601305,0.04219357,0.00047128,0.00135926,0.051099,0.693279,0.00051147,0.00911116,2.6645e-08,0.00028098,0.114852,0.00082186,0.00083262,3.887e-05,0.00627382,1.121,0.002526,0.02765848,0.828,0.01469177,0.00275012,0.00040466,0.00991753,0.122689,0.01727976,7.54e-05,0.053095,0.124366,0.00386534,1.015,0.00455762,,0.00181
31/12/2025,2932.88,852.22,123.13,1.4,12.41,0.4539,0.01815,1.521,0.1136,0.1903,8.12,3.933e-05,0.0746,0.2099,0.000524,0.00932678,0.00601305,0.04219357,0.00047128,0.00135926,0.051099,0.693279,0.00051147,0.00911116,2.6645e-08,0.00028098,0.114852,0.00082186,0.00083262,3.887e-05,0.00627382,1.121,0.002526,0.02765848,0.828,0.01469177,0.00275012,0.00040466,0.00991753,0.122689,0.01727976,7.54e-05,0.053095,0.124366,0.00386534,1.015,0.00455762,,0.001893
01/01/2026,2986.0,859.34,125.22,1.47,13.0,0.4926,0.01815,1.597,0.1157,0.1967,7.78,4.131e-05,0.079,0.2096,0.000563,0.00888083,0.00617826,0.04090038,0.00047882,0.00128691,0.051026,0.701669,0.00050011,0.00889731,2.7497e-08,0.00028076,0.116005,0.00084253,0.00075118,4.092e-05,0.0059145,1.153,0.002609,0.0290478,0.845,0.01209094,0.00270805,0.00039939,0.0097624,0.123363,0.01601617,7.033e-05,0.04970801,0.118858,0.00411626,0.982182,0.00493978,,0.002012
02/01/2026,2997.98,861.47,126.65,1.61,13.55,0.4965,0.018425,1.63,0.1157,0.2008,7.89,4.4e-05,0.0785,0.2131,0.000571,0.00926121,0.00630597,0.04080777,0.00047761,0.00128221,0.04961147,0.708759,0.00050086,0.00901386,2.7543e-08,0.00027861,0.117775,0.00086788,0.00078371,4.038e-05,0.00559693,1.149,0.002637,0.02840738,0.871,0.01206804,0.00271102,0.00039769,0.00987735,0.125584,0.01602995,7.131e-05,0.050418,0.119605,0.00412576,0.974917,0.00492208,,0.002198
03/01/2026,3129.73,883.68,132.7,1.66,13.97,0.5304,0.018875,1.696,0.1224,0.2094,8.06,4.9e-05,0.0814,0.23,0.000591,0.00990418,0.00681328,0.04073012,0.00049849,0.00145993,0.052027,0.754989,0.00051959,0.00988156,2.9585e-08,0.00027147,0.118953,0.00090816,0.00082981,4.195e-05,0.0064264,1.164,0.00273,0.02944243,0.916,0.01228273,0.00280664,0.00039765,0.0099267,0.127139,0.01684819,9.365e-05,0.04819189,0.122487,0.00410209,0.99439,0.00510228,,0.002273
04/01/2026,3132.14,898.71,134.49,1.69,14.16,0.5876,0.019825,1.738,0.1259,0.2178,8.25,5.798e-05,0.0842,0.2634,0.00066,0.01051952,0.0075685,0.03852223,0.00054353,0.00136445,0.050844,0.784445,0.00060754,0.01012915,2.9177e-08,0.00027095,0.131341,0.00159413,0.00109471,4.461e-05,0.00602662,1.158,0.002889,0.02919269,0.973,0.01196861,0.00289972,0.00041441,0.00980151,0.129562,0.01747539,0.00032996,0.04556969,0.128418,0.00425867,0.985074,0.0053101,,0.00233
05/01/2026,3139.97,894.55,133.94,1.9,14.23,0.5739,0.019775,1.724,0.1243,0.216,8.13,5.729e-05,0.0837,0.2644,0.000646,0.01038212,0.00742025,0.03884336,0.00055749,0.00135608,0.0498248,0.776786,0.00060903,0.00996994,2.9038e-08,0.0002829,0.130158,0.00156135,0.00108636,4.455e-05,0.00607749,1.158,0.002851,0.02868837,0.962,0.01214199,0.00280547,0.00041041,0.00980328,0.125811,0.01749177,0.00043801,0.04560366,0.127075,0.00425646,0.987586,0.00538324,,0.002382
06/01/2026,3233.65,911.89,138.58,1.9,14.54,0.5896,0.0202,1.776,0.1303,0.2213,8.39,5.781e-05,0.0875,0.2918,0.000634,0.01193339,0.00757059,0.03879164,0.00055984,0.00168259,0.053811,0.78488,0.00062377,0.01028751,2.9279e-08,0.00030632,0.131207,0.00270097,0.00106026,4.492e-05,0.0058597,1.162,0.002934,0.03024124,0.986,0.0126634,0.0027753,0.00041134,0.01019205,0.124934,0.02579314,0.00039542,0.04671236,0.1212,0.00441487,0.990059,0.00554899,,0.002519
07/01/2026,3286.7,919.46,140.92,1.82,14.6,0.5898,0.0206,1.808,0.1312,0.2216,8.56,5.693e-05,0.0869,0.2978,0.000635,0.0116533,0.00758114,0.03907684,0.00058815,0.00182143,0.052851,0.780231,0.00070228,0.01047633,3.0641e-08,0.00029761,0.131543,0.00136421,0.00102084,4.591e-05,0.00563813,1.153,0.003062,0.03177052,0.995,0.01285458,0.00274722,0.00044318,0.01026526,0.135655,0.02429641,0.00036354,0.0471506,0.121346,0.00441505,0.976026,0.00523443,,0.002484
08/01/2026,3106.54,888.89,137.78,1.82,13.85,0.5466,0.0194,1.685,0.1227,0.2084,8.42,5.347e-05,0.0795,0.2872,0.000599,0.01056906,0.00719376,0.03794976,0.0005725,0.00226768,0.054664,0.714457,0.00060551,0.00999431,3.1524e-08,0.00027379,0.126892,0.00146369,0.00089974,4.289e-05,0.0051437,1.084,0.002769,0.02777667,0.951,0.01314529,0.00266519,0.00040188,0.01023176,0.130526,0.02138709,0.00025559,0.04588277,0.119447,0.00435055,0.905255,0.00475996,,0.002216
09/01/2026,3104.99,892.65,138.91,1.81,13.88,0.5585,0.019725,1.691,0.122,0.2085,8.31,5.364e-05,0.0799,0.2812,0.000602,0.01043967,0.00717197,0.03786516,0.00056444,0.00127794,0.054102,0.71889,0.00070146,0.00985639,3.1285e-08,0.00027655,0.126481,0.00147729,0.00091291,4.306e-05,0.00549897,1.087,0.002803,0.02721987,0.952,0.01276885,0.00259324,0.0003951,0.01016319,0.130372,0.020454,0.00025082,0.04632756,0.118939,0.00433553,0.900927,0.00475444,,0.002314
10/01/2026,3087.54,896.29,135.81,1.79,13.79,0.5523,0.01955,1.701,0.1211,0.2071,8.18,5.262e-05,0.0796,0.2866,0.000593,0.0104584,0.0071884,0.03735812,0.00055018,0.00172279,0.052231,0.716792,0.00076436,0.00987405,3.0251e-08,0.0002924,0.120037,0.00142914,0.00083502,4.315e-05,0.00562307,1.079,0.00282,0.02744862,0.947,0.01279849,0.00257903,0.00038674,0.0100746,0.13054,0.02047261,0.0002358,0.04567285,0.117647,0.00425933,0.891244,0.0047604,,0.002332
11/01/2026,3086.86,905.25,136.13,1.8,13.71,0.5473,0.0195,1.689,0.1204,0.2069,8.0,5.15e-05,0.079,0.2804,0.000588,0.01031186,0.0070881,0.03702834,0.0005138,0.001519,0.051721,0.717241,0.00069296,0.00985404,3.0384e-08,0.00027335,0.11601,0.00148023,0.00085736,4.424e-05,0.00546039,1.075,0.002692,0.02935694,0.957,0.01293871,0.00248496,0.00038128,0.00999358,0.130618,0.0202916,0.0002321,0.04492651,0.116045,0.00422411,0.8582,0.00484286,,0.002398
12/01/2026,3100.0,901.45,141.63,1.76,13.68,0.5353,0.01895,1.692,0.1198,0.2021,8.0,5.086e-05,0.0769,0.2862,0.000576,0.01007767,0.00693157,0.03682548,0.00057652,0.00147154,0.053713,0.691428,0.00066136,0.00981993,2.922e-08,0.00026724,0.11202,0.00140844,0.00085419,4.235e-05,0.005089,0.999,0.002684,0.0274036,0.918,0.01256735,0.00255211,0.00037375,0.01015566,0.145544,0.02062744,0.00029376,0.03723552,0.110792,0.00496934,0.866779,0.0041066,,0.002481
13/01/2026,3182.3,919.81,143.0,1.88,14.5,0.5947,0.019825,1.822,0.1251,0.2155,8.13,5.229e-05,0.0825,0.2852,0.000643,0.01030374,0.00739508,0.03904797,0.00057255,0.00134413,0.054716,0.717611,0.0006553,0.00970328,3.0182e-08,0.00028855,0.116469,0.00145799,0.0008648,4.316e-05,0.00502139,0.924,0.002737,0.02826951,1.043,0.01282494,0.00251922,0.00037065,0.01022467,0.138368,0.01997259,0.00028829,0.03662991,0.112598,0.00545503,0.878908,0.00385413,,0.002575
14/01/2026,3297.1,930.93,144.32,1.85,14.55,0.6094,0.020025,1.84,0.1242,0.2217,8.33,5.35e-05,0.0867,0.2923,0.000705,0.01057211,0.00758054,0.03874876,0.00059239,0.00152369,0.062412,0.755513,0.00063698,0.00988261,3.081e-08,0.00028711,0.117971,0.00185021,0.00087394,4.38e-05,0.00520409,0.947,0.002884,0.03178692,1.3,0.01273918,0.00247577,0.00036776,0.01032011,0.137103,0.01979482,0.00028713,0.0381836,0.114269,0.00554495,0.878051,0.00376919,,0.002833
15/01/2026,3357.3,949.74,146.87,1.78,14.62,0.5914,0.0197,1.802,0.1243,0.2176,8.2,5.35e-05,0.0854,0.2903,0.000658,0.01064645,0.00744397,0.03878323,0.00054807,0.00123951,0.059908,0.74235,0.00064024,0.00990084,3.0852e-08,0.00026803,0.124119,0.00158508,0.00092521,4.382e-05,0.00488992,1.029,0.002872,0.03107036,1.226,0.01288894,0.00246194,0.00037116,0.01027516,0.131574,0.0195734,0.00028579,0.03761871,0.115926,0.00542482,0.888782,0.00369358,,0.002798
16/01/2026,3316.6,935.81,143.12,1.79,13.83,0.5591,0.0186325,1.75,0.1208,0.2106,7.97,5.044e-05,0.080576,0.27801,0.00064261,0.01007773,0.00708773,0.03916928,0.00052738,0.00123031,0.054714,0.712732,0.00073668,0.00996644,2.9973e-08,0.00027258,0.121116,0.00154502,0.00088475,4.17e-05,0.00473782,1.015,0.00268758,0.03021633,1.19,0.01264093,0.00221902,0.00035734,0.01019201,0.122713,0.01816196,0.00027717,0.03781867,0.110641,0.00381347,0.863015,0.00588501,,0.002867
17/01/2026,3310.91,943.09,143.82,1.79,13.9,0.591905,0.0191585,1.8,0.122394,0.22062,8.07,5.129e-05,0.086615,0.284254,0.00065108,0.01036308,0.00814356,0.03961365,0.00052418,0.00129275,0.059023,0.723957,0.00069895,0.01107249,3.1277e-08,0.00026719,0.127501,0.00153103,0.00088897,4.34e-05,0.00482705,1.03,0.00283572,0.03171392,2.15,0.01887894,0.00220186,0.00034294,0.01001826,0.12585,0.01594616,0.00029206,0.03650347,0.111054,0.00368748,0.883809,0.0065212,,0.002935
18/01/2026,3305.35,944.06,142.01,1.7,13.62,0.567029,0.01887425,1.71,0.119947,0.21305,7.94,4.892e-05,0.08287,0.273458,0.00060834,0.00998033,0.00773319,0.03836312,0.00051875,0.00103667,0.058369,0.714679,0.00081277,0.01020455,3.1295e-08,0.00026655,0.126894,0.0017851,0.00090883,4.161e-05,0.00481893,0.993098,0.00268949,0.03033184,2.07,0.01683467,0.00223745,0.00033921,0.01003369,0.130281,0.01600367,0.00029266,0.03521105,0.110641,0.00368842,0.871741,0.00605331,,0.002717
19/01/2026,3202.94,926.97,133.39,1.57,12.66,0.493561,0.0168045,1.56,0.109769,0.191999,7.29,4.436e-05,0.07857,0.24373,0.00054041,0.00894786,0.00666829,0.03812152,0.0005,0.00095433,0.054039,0.621453,0.00073253,0.00967307,3.0072e-08,0.00027195,0.135061,0.00155386,0.00082589,3.906e-05,0.00458656,0.964009,0.00238924,0.02754656,1.79,0.01528356,0.00214078,0.00032829,0.00977556,0.111923,0.01349934,0.0002651,0.03855399,0.095039,0.00368976,0.781726,0.00559209,,0.002509
20/01/2026,3105.37,913.33,129.94,1.47,12.5,0.482071,0.01675725,1.55,0.107771,0.189245,7.11,4.442e-05,0.076413,0.239357,0.00054656,0.00859393,0.0065405,0.03745343,0.00050181,0.00072225,0.055495,0.602889,0.00074063,0.00935988,3.0041e-08,0.00026426,0.147296,0.00148313,0.00081369,3.833e-05,0.00434044,0.942142,0.00238273,0.02642725,1.98,0.01449203,0.00210085,0.00034701,0.01021764,0.111599,0.01315133,0.00023523,0.03571716,0.091353,0.00368472,0.787326,0.00677699,,0.002516
21/01/2026,2964.51,872.12,127.39,1.51,12.22,0.476166,0.01669175,1.53,0.107394,0.18635,7.22,4.36e-05,0.073154,0.240381,0.00055595,0.00846924,0.00641425,0.03701509,0.00042809,0.00069909,0.056112,0.6017,0.00078923,0.00956502,2.8498e-08,0.00026751,0.136489,0.00130958,0.00075428,3.856e-05,0.00407688,0.927437,0.00237374,0.02547472,2.45,0.01364561,0.00194609,0.00033392,0.01026145,0.11047,0.01313033,0.00018258,0.03427146,0.08989,0.00364585,0.765919,0.00663373,,0.002566
22/01/2026,2995.31,888.69,129.59,1.5,12.41,0.472188,0.01659425,1.55,0.108299,0.180292,7.34,4.418e-05,0.079912,0.241491,0.00054835,0.00883778,0.00657912,0.03715884,0.00042398,0.00095489,0.070033,0.616331,0.00078366,0.00934871,2.8401e-08,0.00026809,0.154415,0.00128464,0.00077316,3.826e-05,0.00416928,0.921584,0.00235212,0.0259015,2.51,0.01320532,0.00199636,0.00033039,0.01006735,0.108868,0.01267042,0.00018235,0.0342289,0.090325,0.00361047,0.761402,0.00643492,,0.002567
23/01/2026,2941.13,889.85,127.65,1.49,12.12,0.463355,0.0167385,1.52,0.107634,0.179247,7.28,4.376e-05,0.076246,0.237351,0.00055922,0.00895421,0.00648946,0.03780335,0.0004204,0.00094879,0.065101,0.633013,0.00078,0.00916158,2.8307e-08,0.00033103,0.146771,0.00123745,0.00080211,3.789e-05,0.00401386,0.92653,0.00230471,0.0251373,2.73,0.01279122,0.00191031,0.00031572,0.00991784,0.107748,0.01287285,0.00015665,0.03344226,0.092117,0.00363285,1.002,0.00652885,,0.002446
24/01/2026,2953.35,890.02,126.88,1.48,12.1,0.457108,0.016656,1.51,0.106574,0.177499,7.31,4.317e-05,0.073421,0.233459,0.00055951,0.00884681,0.00633052,0.03612986,0.00039641,0.00094055,0.06453,0.635759,0.0008006,0.00939338,2.8972e-08,0.00031715,0.141156,0.00130084,0.00082163,3.792e-05,0.00396798,0.92687,0.00235098,0.02500455,2.8,0.01247841,0.00188809,0.00031865,0.00975687,0.109707,0.01307524,0.0001489,0.03308923,0.094386,0.00368024,1.099,0.00767455,,0.002579
25/01/2026,2939.18,879.89,126.49,1.4,11.92,0.45119,0.01690825,1.5,0.105626,0.17465,7.19,4.283e-05,0.075164,0.226558,0.00055568,0.0091302,0.00614576,0.03539186,0.00041562,0.00091951,0.071584,0.645629,0.00076857,0.00997537,2.8363e-08,0.0003127,0.153699,0.00137952,0.00078815,3.794e-05,0.00383182,0.945057,0.00229318,0.02456472,2.32,0.01206209,0.00200747,0.00032493,0.00966321,0.107712,0.0125803,0.0001886,0.03247601,0.098482,0.0037161,0.955251,0.00630271,,0.002551
26/01/2026,2895.84,872.25,122.35,1.44,11.67,0.443595,0.0160815,1.46,0.104505,0.17078,7.11,4.17e-05,0.078676,0.223119,0.0005374,0.00878308,0.00611509,0.03506189,0.00036997,0.00083017,0.070253,0.61782,0.00071181,0.00900483,2.821e-08,0.00030297,0.141621,0.00124658,0.00073985,3.733e-05,0.00374232,0.941371,0.00231211,0.02403516,2.34,0.011452,0.00202212,0.00030921,0.0094581,0.100181,0.01212127,0.00017742,0.03231132,0.098431,0.00366244,0.888424,0.00704898,,0.002615
27/01/2026,2926.52,882.89,124.54,1.44,11.76,0.440832,0.0161895,1.47,0.105784,0.169086,7.41,4.152e-05,0.083941,0.220661,0.00054147,0.00891416,0.00601726,0.03522644,0.00039193,0.0009268,0.071975,0.658825,0.00079538,0.00932821,2.8157e-08,0.0003019,0.133485,0.00124792,0.00083368,3.773e-05,0.00384654,0.958324,0.00231509,0.02446925,2.6,0.01126144,0.00199672,0.00030948,0.00958716,0.101848,0.01247325,0.00017273,0.03215195,0.09413,0.00372431,0.891767,0.00679697,,0.002949
28/01/2026,2998.37,903.23,126.99,1.41,12.08,0.453279,0.01611325,1.47,0.106307,0.171296,7.54,4.184e-05,0.079712,0.225684,0.00054082,0.00910325,0.00601261,0.03515053,0.00038891,0.00096703,0.070635,0.703792,0.00077872,0.00922544,2.8235e-08,0.00030585,0.13618,0.00125668,0.00077291,3.778e-05,0.00381528,0.97375,0.00232499,0.02496229,2.47,0.01105385,0.00198481,0.00030954,0.01025858,0.098861,0.0119401,0.00017456,0.03177264,0.094114,0.0037156,0.827254,0.00686699,,0.003192
29/01/2026,2947.64,902.36,123.24,1.32,11.73,0.437872,0.0155595,1.43,0.104935,0.165048,7.31,4.036e-05,0.079457,0.220274,0.00048727,0.00880587,0.00572568,0.03506842,0.00038032,0.00093988,0.065531,0.649286,0.00071162,0.00876841,2.8283e-08,0.00029722,0.128931,0.00118586,0.0007403,3.705e-05,0.0036791,0.961064,0.00222435,0.0236869,2.23,0.01079919,0.00197292,0.00031118,0.00998711,0.094509,0.0106624,0.00017568,0.0324562,0.090375,0.00370828,0.779922,0.00684443,,0.002923
30/01/2026,2739.89,845.56,115.75,1.27,10.93,0.407528,0.01448125,1.33,0.095469,0.154416,6.89,3.826e-05,0.076425,0.207632,0.00046896,0.00818505,0.00540574,0.03370227,0.00034975,0.00091388,0.065755,0.619958,0.00069541,0.00846043,2.6534e-08,0.00029351,0.108089,0.00104833,0.00070609,3.659e-05,0.00335117,0.947503,0.00207752,0.02251363,2.13,0.01057178,0.0014009,0.0003266,0.00942443,0.086404,0.00971296,0.0001581,0.03107159,0.082443,0.00372838,0.819843,0.00741743,,0.002796
31/01/2026,2662.53,843.73,116.9,1.15,10.62,0.396484,0.01378025,1.3,0.093178,0.151909,6.93,3.804e-05,0.086737,0.201691,0.00048533,0.00795238,0.00520498,0.03358374,0.00035751,0.00089103,0.079664,0.586169,0.00069881,0.00898206,2.6389e-08,0.00027668,0.115966,0.00100413,0.00067485,3.693e-05,0.00338918,0.931795,0.00199943,0.02202078,1.91,0.01035115,0.00139725,0.0003102,0.00938532,0.087102,0.01008842,0.00014394,0.03171216,0.080461,0.00376867,0.763129,0.00816105,,0.002642
01/02/2026,2406.76,776.72,105.05,1.1,10.15,0.379945,0.0132335,1.2,0.087909,0.139862,6.34,3.493e-05,0.080255,0.190577,0.00044297,0.00748195,0.00485687,0.03217369,0.00036091,0.00080877,0.071898,0.556753,0.00075772,0.00823113,2.4407e-08,0.00025215,0.111216,0.00084633,0.00059316,3.515e-05,0.00305808,0.916348,0.00187723,0.0203249,1.71,0.01024215,0.00127132,0.00031539,0.0091613,0.081759,0.00868868,0.00012984,0.03096075,0.076514,0.00374883,0.702953,0.00713568,,0.002602
02/02/2026,2238.68,755.29,101.67,1.15,9.92,0.3598,0.012522,1.16,0.085209,0.133544,6.01,3.393e-05,0.07362,0.18216,0.00043713,0.00680518,0.00467198,0.02971851,0.00033407,0.0008192,0.070763,0.554575,0.00069315,0.00783432,2.3753e-08,0.00021812,0.103005,0.00101016,0.0005143,3.704e-05,0.0042721,0.92534,0.00181051,0.01906377,1.67,0.00985468,0.00093916,0.00031671,0.00908108,0.078928,0.00838493,0.00013073,0.02851797,0.071513,0.00378394,0.616038,0.00519506,,0.002497
03/02/2026,2318.51,779.19,104.4,1.11,10.12,0.375371,0.0126365,1.2,0.090278,0.136056,6.45,3.562e-05,0.072455,0.184064,0.00045437,0.00698862,0.00477639,0.0290741,0.00034862,0.00089925,0.076172,0.587737,0.00071356,0.00823471,2.4599e-08,0.00019986,0.115271,0.00119174,0.00057304,3.681e-05,0.00382535,0.927615,0.00195174,0.01989927,1.58,0.00981499,0.00080126,0.00030335,0.00940397,0.079212,0.00839786,0.0001429,0.02814394,0.075454,0.00378433,0.619873,0.00611349,,0.002433
04/02/2026,2267.44,758.14,97.27,1.08,10.11,0.374955,0.012439525,1.19,0.086828,0.134363,6.49,3.527e-05,0.074524,0.185376,0.00046043,0.00675541,0.00477058,0.02981423,0.00034818,0.00084571,0.066711,0.573066,0.00071342,0.0078926,2.446e-08,0.00017074,0.106381,0.00107982,0.00054785,3.769e-05,0.00432964,0.908953,0.0018655,0.01953717,1.58,0.00933827,0.00078409,0.00027723,0.00918153,0.076693,0.0078762,0.00012488,0.02747126,0.072036,0.00375981,0.6316,0.00560583,,0.002334
05/02/2026,2108.62,692.74,91.23,0.8805,9.54,0.357129,0.011897195,1.12,0.081234,0.125276,6.35,3.323e-05,0.071419,0.17417,0.00044368,0.00650005,0.00452727,0.02855946,0.00034218,0.00079606,0.061196,0.539514,0.00064559,0.00727017,2.2789e-08,0.00012922,0.107547,0.00095909,0.00051655,3.602e-05,0.00381308,0.860169,0.00176118,0.01827286,1.56,0.00890969,0.000876,0.0002505,0.00862865,0.072571,0.00717497,0.00015154,0.02563269,0.068786,0.00373501,0.579927,0.00520367,,0.002113
06/02/2026,1877.63,619.55,79.39,1.02,8.4,0.312384,0.01059459,0.978185,0.073272,0.107668,5.84,2.944e-05,0.064045,0.154816,0.00038477,0.00560055,0.00389533,0.02817264,0.00029467,0.00074884,0.04852159,0.495758,0.000579,0.00640785,2.1215e-08,8.43e-05,0.095448,0.00080968,0.00049327,3.39e-05,0.00318816,0.834646,0.00157161,0.01625208,1.3,0.00724743,0.00066066,0.00022069,0.0080399,0.065345,0.01469943,0.00012198,0.02216356,0.058242,0.00373118,0.502081,0.00511232,,0.001955
07/02/2026,2016.66,637.42,85.05,1.01,9.02,0.328586,0.011259135,1.055,0.076501,0.116019,6.06,3.1e-05,0.072566,0.162564,0.00040113,0.00591599,0.00415052,0.02829755,0.00029961,0.00076338,0.053584,0.539959,0.00060692,0.00659583,2.1875e-08,9.916e-05,0.080714,0.00567948,0.00052756,3.518e-05,0.00325907,0.869806,0.00163953,0.01730684,1.29,0.00771878,0.00063226,0.00021379,0.00761642,0.066803,0.01205045,0.00013089,0.02293579,0.062691,0.00368867,0.518142,0.00519974,,0.002053
08/02/2026,2077.56,640.93,87.11,0.9758,9.14,0.335825,0.01132921,1.061,0.076214,0.117946,6.19,3.137e-05,0.072162,0.164906,0.00039821,0.0059149,0.00416769,0.02820978,0.00030388,0.00076167,0.06336,0.58402,0.000622,0.00696406,2.1875e-08,9.545e-05,0.081128,0.00094786,0.00052298,3.554e-05,0.00336503,0.897913,0.0016658,0.01756035,1.3,0.00777106,0.00064955,0.00020821,0.00774217,0.067017,0.01177381,0.00013318,0.02325996,0.063992,0.00387502,0.544534,0.00527314,,0.002129
09/02/2026,2043.06,624.58,84.47,0.962,8.92,0.325345,0.011297165,1.017,0.075321,0.112793,6.12,3.031e-05,0.068489,0.159816,0.00039291,0.00572496,0.00406392,0.02820872,0.00028325,0.00078029,0.061599,0.610005,0.00062566,0.00663806,2.146e-08,9.452e-05,0.076668,0.00093897,0.00051429,3.469e-05,0.00328393,0.874876,0.00162736,0.01690233,1.54,0.00743542,0.00062133,0.00020486,0.00870498,0.064419,0.01087388,0.00012865,0.02333431,0.062104,0.00385763,0.533627,0.00562833,,0.002073
10/02/2026,2003.08,630.7,84.4,0.9301,8.83,0.320198,0.01108275,1.001,0.073086,0.10905,6.02,2.985e-05,0.065812,0.15749,0.00038755,0.00576288,0.00401127,0.02812023,0.00028886,0.00078299,0.055244,0.646045,0.00062798,0.00664235,2.1333e-08,8.963e-05,0.095867,0.00092693,0.00051838,3.397e-05,0.00326208,0.864839,0.00158111,0.01644265,1.51,0.00755449,0.00058832,0.00030498,0.00850501,0.06286,0.01018991,0.00012994,0.02285854,0.062485,0.00383263,0.530316,0.00623296,,0.001955
